tile_id,date,year,source,valid_frac,exp_temporal_split,exp_spatial_split
20210202_lidar_tile_0_128.npy,20210202,2021,lidar,0.3137,train,test
20210202_lidar_tile_0_256.npy,20210202,2021,lidar,0.7137,train,test
20210202_lidar_tile_0_384.npy,20210202,2021,lidar,0.8488,train,test
20210202_lidar_tile_0_512.npy,20210202,2021,lidar,0.7883,train,test
20210202_lidar_tile_0_640.npy,20210202,2021,lidar,0.7121,train,buffer
20210202_lidar_tile_0_768.npy,20210202,2021,lidar,0.6381,train,val
20210202_lidar_tile_0_896.npy,20210202,2021,lidar,0.5988,train,val
20210202_lidar_tile_128_128.npy,20210202,2021,lidar,0.6642,train,test
20210202_lidar_tile_128_256.npy,20210202,2021,lidar,0.9317,train,test
20210202_lidar_tile_128_384.npy,20210202,2021,lidar,0.9981,train,test
20210202_lidar_tile_128_512.npy,20210202,2021,lidar,0.999,train,test
20210202_lidar_tile_128_640.npy,20210202,2021,lidar,0.9994,train,buffer
20210202_lidar_tile_128_768.npy,20210202,2021,lidar,0.999,train,val
20210202_lidar_tile_128_896.npy,20210202,2021,lidar,0.9948,train,val
20210202_lidar_tile_128_1024.npy,20210202,2021,lidar,0.9117,train,val
20210202_lidar_tile_256_0.npy,20210202,2021,lidar,0.437,train,test
20210202_lidar_tile_256_128.npy,20210202,2021,lidar,0.9317,train,test
20210202_lidar_tile_256_256.npy,20210202,2021,lidar,0.9963,train,test
20210202_lidar_tile_256_384.npy,20210202,2021,lidar,0.9992,train,test
20210202_lidar_tile_256_512.npy,20210202,2021,lidar,0.9988,train,test
20210202_lidar_tile_256_640.npy,20210202,2021,lidar,0.999,train,buffer
20210202_lidar_tile_256_768.npy,20210202,2021,lidar,0.9998,train,val
20210202_lidar_tile_256_896.npy,20210202,2021,lidar,0.9972,train,val
20210202_lidar_tile_256_1024.npy,20210202,2021,lidar,0.9296,train,val
20210202_lidar_tile_256_1152.npy,20210202,2021,lidar,0.6814,train,buffer
20210202_lidar_tile_256_1280.npy,20210202,2021,lidar,0.5809,train,train
20210202_lidar_tile_256_1408.npy,20210202,2021,lidar,0.6736,train,train
20210202_lidar_tile_384_0.npy,20210202,2021,lidar,0.4998,train,test
20210202_lidar_tile_384_128.npy,20210202,2021,lidar,0.9855,train,test
20210202_lidar_tile_384_256.npy,20210202,2021,lidar,0.9988,train,test
20210202_lidar_tile_384_384.npy,20210202,2021,lidar,0.9994,train,test
20210202_lidar_tile_384_512.npy,20210202,2021,lidar,0.9984,train,test
20210202_lidar_tile_384_640.npy,20210202,2021,lidar,0.9988,train,buffer
20210202_lidar_tile_384_768.npy,20210202,2021,lidar,0.9998,train,val
20210202_lidar_tile_384_896.npy,20210202,2021,lidar,0.998,train,val
20210202_lidar_tile_384_1024.npy,20210202,2021,lidar,0.9592,train,val
20210202_lidar_tile_384_1152.npy,20210202,2021,lidar,0.9165,train,buffer
20210202_lidar_tile_384_1280.npy,20210202,2021,lidar,0.9286,train,train
20210202_lidar_tile_384_1408.npy,20210202,2021,lidar,0.9611,train,train
20210202_lidar_tile_384_1536.npy,20210202,2021,lidar,0.9405,train,train
20210202_lidar_tile_384_1664.npy,20210202,2021,lidar,0.7025,train,train
20210202_lidar_tile_512_0.npy,20210202,2021,lidar,0.5954,train,test
20210202_lidar_tile_512_128.npy,20210202,2021,lidar,0.9899,train,test
20210202_lidar_tile_512_256.npy,20210202,2021,lidar,0.9984,train,test
20210202_lidar_tile_512_384.npy,20210202,2021,lidar,0.9992,train,test
20210202_lidar_tile_512_512.npy,20210202,2021,lidar,0.9988,train,test
20210202_lidar_tile_512_640.npy,20210202,2021,lidar,0.9995,train,buffer
20210202_lidar_tile_512_768.npy,20210202,2021,lidar,0.9999,train,val
20210202_lidar_tile_512_896.npy,20210202,2021,lidar,0.9781,train,val
20210202_lidar_tile_512_1024.npy,20210202,2021,lidar,0.9534,train,val
20210202_lidar_tile_512_1152.npy,20210202,2021,lidar,0.9572,train,buffer
20210202_lidar_tile_512_1280.npy,20210202,2021,lidar,0.9734,train,train
20210202_lidar_tile_512_1408.npy,20210202,2021,lidar,0.9841,train,train
20210202_lidar_tile_512_1536.npy,20210202,2021,lidar,0.9884,train,train
20210202_lidar_tile_512_1664.npy,20210202,2021,lidar,0.8779,train,train
20210202_lidar_tile_640_0.npy,20210202,2021,lidar,0.6819,train,test
20210202_lidar_tile_640_128.npy,20210202,2021,lidar,0.9939,train,test
20210202_lidar_tile_640_256.npy,20210202,2021,lidar,0.9968,train,test
20210202_lidar_tile_640_384.npy,20210202,2021,lidar,0.9992,train,test
20210202_lidar_tile_640_512.npy,20210202,2021,lidar,0.9984,train,test
20210202_lidar_tile_640_640.npy,20210202,2021,lidar,0.9991,train,buffer
20210202_lidar_tile_640_768.npy,20210202,2021,lidar,1.0,train,val
20210202_lidar_tile_640_896.npy,20210202,2021,lidar,0.9709,train,val
20210202_lidar_tile_640_1024.npy,20210202,2021,lidar,0.9447,train,val
20210202_lidar_tile_640_1152.npy,20210202,2021,lidar,0.961,train,buffer
20210202_lidar_tile_640_1280.npy,20210202,2021,lidar,0.9799,train,train
20210202_lidar_tile_640_1408.npy,20210202,2021,lidar,0.9877,train,train
20210202_lidar_tile_640_1536.npy,20210202,2021,lidar,0.992,train,train
20210202_lidar_tile_640_1664.npy,20210202,2021,lidar,0.9413,train,train
20210202_lidar_tile_768_0.npy,20210202,2021,lidar,0.7661,train,test
20210202_lidar_tile_768_128.npy,20210202,2021,lidar,0.9962,train,test
20210202_lidar_tile_768_256.npy,20210202,2021,lidar,0.9974,train,test
20210202_lidar_tile_768_384.npy,20210202,2021,lidar,0.9989,train,test
20210202_lidar_tile_768_512.npy,20210202,2021,lidar,0.9966,train,test
20210202_lidar_tile_768_640.npy,20210202,2021,lidar,0.9969,train,buffer
20210202_lidar_tile_768_768.npy,20210202,2021,lidar,0.9999,train,val
20210202_lidar_tile_768_896.npy,20210202,2021,lidar,0.9901,train,val
20210202_lidar_tile_768_1024.npy,20210202,2021,lidar,0.9736,train,val
20210202_lidar_tile_768_1152.npy,20210202,2021,lidar,0.9713,train,buffer
20210202_lidar_tile_768_1280.npy,20210202,2021,lidar,0.9844,train,train
20210202_lidar_tile_768_1408.npy,20210202,2021,lidar,0.9948,train,train
20210202_lidar_tile_768_1536.npy,20210202,2021,lidar,0.9961,train,train
20210202_lidar_tile_768_1664.npy,20210202,2021,lidar,0.8715,train,train
20210202_lidar_tile_896_128.npy,20210202,2021,lidar,0.9525,train,test
20210202_lidar_tile_896_256.npy,20210202,2021,lidar,0.9744,train,test
20210202_lidar_tile_896_384.npy,20210202,2021,lidar,0.9992,train,test
20210202_lidar_tile_896_512.npy,20210202,2021,lidar,0.9972,train,test
20210202_lidar_tile_896_640.npy,20210202,2021,lidar,0.9972,train,buffer
20210202_lidar_tile_896_768.npy,20210202,2021,lidar,0.9998,train,val
20210202_lidar_tile_896_896.npy,20210202,2021,lidar,0.9969,train,val
20210202_lidar_tile_896_1024.npy,20210202,2021,lidar,0.981,train,val
20210202_lidar_tile_896_1152.npy,20210202,2021,lidar,0.9805,train,buffer
20210202_lidar_tile_896_1280.npy,20210202,2021,lidar,0.994,train,train
20210202_lidar_tile_896_1408.npy,20210202,2021,lidar,0.9962,train,train
20210202_lidar_tile_896_1536.npy,20210202,2021,lidar,0.9951,train,train
20210202_lidar_tile_896_1664.npy,20210202,2021,lidar,0.7192,train,train
20210202_lidar_tile_1024_128.npy,20210202,2021,lidar,0.5333,train,test
20210202_lidar_tile_1024_256.npy,20210202,2021,lidar,0.7749,train,test
20210202_lidar_tile_1024_384.npy,20210202,2021,lidar,0.988,train,test
20210202_lidar_tile_1024_512.npy,20210202,2021,lidar,0.9967,train,test
20210202_lidar_tile_1024_640.npy,20210202,2021,lidar,0.9973,train,buffer
20210202_lidar_tile_1024_768.npy,20210202,2021,lidar,0.9991,train,val
20210202_lidar_tile_1024_896.npy,20210202,2021,lidar,0.9841,train,val
20210202_lidar_tile_1024_1024.npy,20210202,2021,lidar,0.9173,train,val
20210202_lidar_tile_1024_1152.npy,20210202,2021,lidar,0.8918,train,buffer
20210202_lidar_tile_1024_1280.npy,20210202,2021,lidar,0.8386,train,train
20210202_lidar_tile_1024_1408.npy,20210202,2021,lidar,0.8017,train,train
20210202_lidar_tile_1024_1536.npy,20210202,2021,lidar,0.8116,train,train
20210202_lidar_tile_1024_1664.npy,20210202,2021,lidar,0.4471,train,train
20210202_lidar_tile_1152_512.npy,20210202,2021,lidar,0.7713,train,test
20210202_lidar_tile_1152_640.npy,20210202,2021,lidar,0.7822,train,buffer
20210202_lidar_tile_1152_768.npy,20210202,2021,lidar,0.7524,train,val
20210202_lidar_tile_1152_896.npy,20210202,2021,lidar,0.7693,train,val
20210202_lidar_tile_1152_1024.npy,20210202,2021,lidar,0.7062,train,val
20210202_lidar_tile_1152_1152.npy,20210202,2021,lidar,0.6436,train,buffer
20210202_lidar_tile_1152_1280.npy,20210202,2021,lidar,0.4666,train,train
20210202_lidar_tile_1152_1408.npy,20210202,2021,lidar,0.3046,train,train
20210202_lidar_tile_1152_1536.npy,20210202,2021,lidar,0.3145,train,train
20210304_lidar_tile_0_128.npy,20210304,2021,lidar,0.3504,train,test
20210304_lidar_tile_0_256.npy,20210304,2021,lidar,0.7559,train,test
20210304_lidar_tile_0_384.npy,20210304,2021,lidar,0.8289,train,test
20210304_lidar_tile_0_512.npy,20210304,2021,lidar,0.7571,train,test
20210304_lidar_tile_0_640.npy,20210304,2021,lidar,0.6324,train,buffer
20210304_lidar_tile_0_768.npy,20210304,2021,lidar,0.4769,train,val
20210304_lidar_tile_128_128.npy,20210304,2021,lidar,0.6981,train,test
20210304_lidar_tile_128_256.npy,20210304,2021,lidar,0.9684,train,test
20210304_lidar_tile_128_384.npy,20210304,2021,lidar,0.9557,train,test
20210304_lidar_tile_128_512.npy,20210304,2021,lidar,0.945,train,test
20210304_lidar_tile_128_640.npy,20210304,2021,lidar,0.9493,train,buffer
20210304_lidar_tile_128_768.npy,20210304,2021,lidar,0.9209,train,val
20210304_lidar_tile_128_896.npy,20210304,2021,lidar,0.6884,train,val
20210304_lidar_tile_256_0.npy,20210304,2021,lidar,0.4575,train,test
20210304_lidar_tile_256_128.npy,20210304,2021,lidar,0.9242,train,test
20210304_lidar_tile_256_256.npy,20210304,2021,lidar,0.9845,train,test
20210304_lidar_tile_256_384.npy,20210304,2021,lidar,0.9796,train,test
20210304_lidar_tile_256_512.npy,20210304,2021,lidar,0.9778,train,test
20210304_lidar_tile_256_640.npy,20210304,2021,lidar,0.9751,train,buffer
20210304_lidar_tile_256_768.npy,20210304,2021,lidar,0.9728,train,val
20210304_lidar_tile_256_896.npy,20210304,2021,lidar,0.9278,train,val
20210304_lidar_tile_256_1024.npy,20210304,2021,lidar,0.8305,train,val
20210304_lidar_tile_256_1152.npy,20210304,2021,lidar,0.7868,train,buffer
20210304_lidar_tile_256_1280.npy,20210304,2021,lidar,0.7511,train,train
20210304_lidar_tile_256_1408.npy,20210304,2021,lidar,0.6241,train,train
20210304_lidar_tile_256_1536.npy,20210304,2021,lidar,0.3284,train,train
20210304_lidar_tile_384_0.npy,20210304,2021,lidar,0.583,train,test
20210304_lidar_tile_384_128.npy,20210304,2021,lidar,0.9915,train,test
20210304_lidar_tile_384_256.npy,20210304,2021,lidar,0.9875,train,test
20210304_lidar_tile_384_384.npy,20210304,2021,lidar,0.9853,train,test
20210304_lidar_tile_384_512.npy,20210304,2021,lidar,0.992,train,test
20210304_lidar_tile_384_640.npy,20210304,2021,lidar,0.9866,train,buffer
20210304_lidar_tile_384_768.npy,20210304,2021,lidar,0.9786,train,val
20210304_lidar_tile_384_896.npy,20210304,2021,lidar,0.9868,train,val
20210304_lidar_tile_384_1024.npy,20210304,2021,lidar,0.9935,train,val
20210304_lidar_tile_384_1152.npy,20210304,2021,lidar,0.9889,train,buffer
20210304_lidar_tile_384_1280.npy,20210304,2021,lidar,0.9874,train,train
20210304_lidar_tile_384_1408.npy,20210304,2021,lidar,0.9559,train,train
20210304_lidar_tile_384_1536.npy,20210304,2021,lidar,0.6113,train,train
20210304_lidar_tile_512_0.npy,20210304,2021,lidar,0.673,train,test
20210304_lidar_tile_512_128.npy,20210304,2021,lidar,0.9868,train,test
20210304_lidar_tile_512_256.npy,20210304,2021,lidar,0.9879,train,test
20210304_lidar_tile_512_384.npy,20210304,2021,lidar,0.9902,train,test
20210304_lidar_tile_512_512.npy,20210304,2021,lidar,0.9957,train,test
20210304_lidar_tile_512_640.npy,20210304,2021,lidar,0.9915,train,buffer
20210304_lidar_tile_512_768.npy,20210304,2021,lidar,0.9854,train,val
20210304_lidar_tile_512_896.npy,20210304,2021,lidar,0.9909,train,val
20210304_lidar_tile_512_1024.npy,20210304,2021,lidar,0.9956,train,val
20210304_lidar_tile_512_1152.npy,20210304,2021,lidar,0.9899,train,buffer
20210304_lidar_tile_512_1280.npy,20210304,2021,lidar,0.9813,train,train
20210304_lidar_tile_512_1408.npy,20210304,2021,lidar,0.9786,train,train
20210304_lidar_tile_512_1536.npy,20210304,2021,lidar,0.748,train,train
20210304_lidar_tile_640_0.npy,20210304,2021,lidar,0.7576,train,test
20210304_lidar_tile_640_128.npy,20210304,2021,lidar,0.978,train,test
20210304_lidar_tile_640_256.npy,20210304,2021,lidar,0.9797,train,test
20210304_lidar_tile_640_384.npy,20210304,2021,lidar,0.9808,train,test
20210304_lidar_tile_640_512.npy,20210304,2021,lidar,0.9856,train,test
20210304_lidar_tile_640_640.npy,20210304,2021,lidar,0.984,train,buffer
20210304_lidar_tile_640_768.npy,20210304,2021,lidar,0.9807,train,val
20210304_lidar_tile_640_896.npy,20210304,2021,lidar,0.9909,train,val
20210304_lidar_tile_640_1024.npy,20210304,2021,lidar,0.9961,train,val
20210304_lidar_tile_640_1152.npy,20210304,2021,lidar,0.9924,train,buffer
20210304_lidar_tile_640_1280.npy,20210304,2021,lidar,0.9762,train,train
20210304_lidar_tile_640_1408.npy,20210304,2021,lidar,0.9543,train,train
20210304_lidar_tile_640_1536.npy,20210304,2021,lidar,0.8711,train,train
20210304_lidar_tile_768_0.npy,20210304,2021,lidar,0.8291,train,test
20210304_lidar_tile_768_128.npy,20210304,2021,lidar,0.9765,train,test
20210304_lidar_tile_768_256.npy,20210304,2021,lidar,0.9715,train,test
20210304_lidar_tile_768_384.npy,20210304,2021,lidar,0.9749,train,test
20210304_lidar_tile_768_512.npy,20210304,2021,lidar,0.9788,train,test
20210304_lidar_tile_768_640.npy,20210304,2021,lidar,0.9723,train,buffer
20210304_lidar_tile_768_768.npy,20210304,2021,lidar,0.9597,train,val
20210304_lidar_tile_768_896.npy,20210304,2021,lidar,0.9787,train,val
20210304_lidar_tile_768_1024.npy,20210304,2021,lidar,0.9929,train,val
20210304_lidar_tile_768_1152.npy,20210304,2021,lidar,0.9861,train,buffer
20210304_lidar_tile_768_1280.npy,20210304,2021,lidar,0.9738,train,train
20210304_lidar_tile_768_1408.npy,20210304,2021,lidar,0.9543,train,train
20210304_lidar_tile_768_1536.npy,20210304,2021,lidar,0.9138,train,train
20210304_lidar_tile_768_1664.npy,20210304,2021,lidar,0.7711,train,train
20210304_lidar_tile_768_1792.npy,20210304,2021,lidar,0.4039,train,train
20210304_lidar_tile_896_0.npy,20210304,2021,lidar,0.6489,train,test
20210304_lidar_tile_896_128.npy,20210304,2021,lidar,0.9424,train,test
20210304_lidar_tile_896_256.npy,20210304,2021,lidar,0.9768,train,test
20210304_lidar_tile_896_384.npy,20210304,2021,lidar,0.9838,train,test
20210304_lidar_tile_896_512.npy,20210304,2021,lidar,0.9862,train,test
20210304_lidar_tile_896_640.npy,20210304,2021,lidar,0.9722,train,buffer
20210304_lidar_tile_896_768.npy,20210304,2021,lidar,0.9572,train,val
20210304_lidar_tile_896_896.npy,20210304,2021,lidar,0.9726,train,val
20210304_lidar_tile_896_1024.npy,20210304,2021,lidar,0.9863,train,val
20210304_lidar_tile_896_1152.npy,20210304,2021,lidar,0.9855,train,buffer
20210304_lidar_tile_896_1280.npy,20210304,2021,lidar,0.9812,train,train
20210304_lidar_tile_896_1408.npy,20210304,2021,lidar,0.9765,train,train
20210304_lidar_tile_896_1536.npy,20210304,2021,lidar,0.9169,train,train
20210304_lidar_tile_896_1664.npy,20210304,2021,lidar,0.8539,train,train
20210304_lidar_tile_896_1792.npy,20210304,2021,lidar,0.6744,train,train
20210304_lidar_tile_1024_128.npy,20210304,2021,lidar,0.6233,train,test
20210304_lidar_tile_1024_256.npy,20210304,2021,lidar,0.8515,train,test
20210304_lidar_tile_1024_384.npy,20210304,2021,lidar,0.9454,train,test
20210304_lidar_tile_1024_512.npy,20210304,2021,lidar,0.9742,train,test
20210304_lidar_tile_1024_640.npy,20210304,2021,lidar,0.9318,train,buffer
20210304_lidar_tile_1024_768.npy,20210304,2021,lidar,0.9336,train,val
20210304_lidar_tile_1024_896.npy,20210304,2021,lidar,0.9873,train,val
20210304_lidar_tile_1024_1024.npy,20210304,2021,lidar,0.9889,train,val
20210304_lidar_tile_1024_1152.npy,20210304,2021,lidar,0.9921,train,buffer
20210304_lidar_tile_1024_1280.npy,20210304,2021,lidar,0.9874,train,train
20210304_lidar_tile_1024_1408.npy,20210304,2021,lidar,0.9639,train,train
20210304_lidar_tile_1024_1536.npy,20210304,2021,lidar,0.9138,train,train
20210304_lidar_tile_1024_1664.npy,20210304,2021,lidar,0.8305,train,train
20210304_lidar_tile_1024_1792.npy,20210304,2021,lidar,0.768,train,train
20210304_lidar_tile_1024_1920.npy,20210304,2021,lidar,0.4978,train,train
20210304_lidar_tile_1152_512.npy,20210304,2021,lidar,0.5281,train,test
20210304_lidar_tile_1152_640.npy,20210304,2021,lidar,0.4904,train,buffer
20210304_lidar_tile_1152_768.npy,20210304,2021,lidar,0.6985,train,val
20210304_lidar_tile_1152_896.npy,20210304,2021,lidar,0.983,train,val
20210304_lidar_tile_1152_1024.npy,20210304,2021,lidar,0.9956,train,val
20210304_lidar_tile_1152_1152.npy,20210304,2021,lidar,0.9957,train,buffer
20210304_lidar_tile_1152_1280.npy,20210304,2021,lidar,0.9913,train,train
20210304_lidar_tile_1152_1408.npy,20210304,2021,lidar,0.9568,train,train
