tile_id,date,year,source,valid_frac,exp_temporal_split
20210202_lidar_tile_0_0.npy,20210202,2021,lidar,0.6572,train
20210202_lidar_tile_0_128.npy,20210202,2021,lidar,0.904,train
20210202_lidar_tile_0_256.npy,20210202,2021,lidar,0.83,train
20210202_lidar_tile_128_0.npy,20210202,2021,lidar,0.8382,train
20210202_lidar_tile_128_128.npy,20210202,2021,lidar,0.9991,train
20210202_lidar_tile_128_256.npy,20210202,2021,lidar,0.978,train
20210202_lidar_tile_128_384.npy,20210202,2021,lidar,0.9341,train
20210202_lidar_tile_128_512.npy,20210202,2021,lidar,0.853,train
20210202_lidar_tile_256_0.npy,20210202,2021,lidar,0.7849,train
20210202_lidar_tile_256_128.npy,20210202,2021,lidar,0.981,train
20210202_lidar_tile_256_256.npy,20210202,2021,lidar,0.9766,train
20210202_lidar_tile_256_384.npy,20210202,2021,lidar,0.9395,train
20210202_lidar_tile_256_512.npy,20210202,2021,lidar,0.845,train
20210304_lidar_tile_0_0.npy,20210304,2021,lidar,0.663,train
20210304_lidar_tile_0_128.npy,20210304,2021,lidar,0.8693,train
20210304_lidar_tile_0_256.npy,20210304,2021,lidar,0.7062,train
20210304_lidar_tile_128_0.npy,20210304,2021,lidar,0.8567,train
20210304_lidar_tile_128_128.npy,20210304,2021,lidar,0.9812,train
20210304_lidar_tile_128_256.npy,20210304,2021,lidar,0.9854,train
20210304_lidar_tile_128_384.npy,20210304,2021,lidar,0.9769,train
20210304_lidar_tile_128_512.npy,20210304,2021,lidar,0.7069,train
20210304_lidar_tile_256_0.npy,20210304,2021,lidar,0.7943,train
20210304_lidar_tile_256_128.npy,20210304,2021,lidar,0.9575,train
20210304_lidar_tile_256_256.npy,20210304,2021,lidar,0.9769,train
20210304_lidar_tile_256_384.npy,20210304,2021,lidar,0.9819,train
20210304_lidar_tile_256_512.npy,20210304,2021,lidar,0.8656,train
20210304_lidar_tile_384_256.npy,20210304,2021,lidar,0.7755,train
20210304_lidar_tile_384_384.npy,20210304,2021,lidar,0.9809,train
20210304_lidar_tile_384_512.npy,20210304,2021,lidar,0.93,train
20210304_lidar_tile_512_256.npy,20210304,2021,lidar,0.5125,train
20210304_lidar_tile_512_384.npy,20210304,2021,lidar,0.9423,train
20210304_lidar_tile_512_512.npy,20210304,2021,lidar,0.9491,train
20210304_lidar_tile_640_256.npy,20210304,2021,lidar,0.4159,train
20210304_lidar_tile_640_384.npy,20210304,2021,lidar,0.8893,train
20210304_lidar_tile_640_512.npy,20210304,2021,lidar,0.9552,train
20210323_lidar_tile_0_0.npy,20210323,2021,lidar,0.6113,train
20210323_lidar_tile_0_128.npy,20210323,2021,lidar,0.8353,train
20210323_lidar_tile_0_256.npy,20210323,2021,lidar,0.7007,train
20210323_lidar_tile_128_0.npy,20210323,2021,lidar,0.8094,train
20210323_lidar_tile_128_128.npy,20210323,2021,lidar,0.9518,train
20210323_lidar_tile_128_256.npy,20210323,2021,lidar,0.9691,train
20210323_lidar_tile_128_384.npy,20210323,2021,lidar,0.937,train
20210323_lidar_tile_128_512.npy,20210323,2021,lidar,0.6807,train
20210323_lidar_tile_256_0.npy,20210323,2021,lidar,0.772,train
20210323_lidar_tile_256_128.npy,20210323,2021,lidar,0.9435,train
20210323_lidar_tile_256_256.npy,20210323,2021,lidar,0.9679,train
20210323_lidar_tile_256_384.npy,20210323,2021,lidar,0.9691,train
20210323_lidar_tile_256_512.npy,20210323,2021,lidar,0.8761,train
20210323_lidar_tile_384_256.npy,20210323,2021,lidar,0.779,train
20210323_lidar_tile_384_384.npy,20210323,2021,lidar,0.9798,train
20210323_lidar_tile_384_512.npy,20210323,2021,lidar,0.9439,train
20210323_lidar_tile_512_256.npy,20210323,2021,lidar,0.5251,train
20210323_lidar_tile_512_384.npy,20210323,2021,lidar,0.9498,train
20210323_lidar_tile_512_512.npy,20210323,2021,lidar,0.9614,train
20210323_lidar_tile_640_256.npy,20210323,2021,lidar,0.4309,train
20210323_lidar_tile_640_384.npy,20210323,2021,lidar,0.9084,train
20210323_lidar_tile_640_512.npy,20210323,2021,lidar,0.9755,train
20210414_lidar_tile_0_0.npy,20210414,2021,lidar,0.6667,train
20210414_lidar_tile_0_128.npy,20210414,2021,lidar,0.8846,train
20210414_lidar_tile_0_256.npy,20210414,2021,lidar,0.7211,train
20210414_lidar_tile_128_0.npy,20210414,2021,lidar,0.8597,train
20210414_lidar_tile_128_128.npy,20210414,2021,lidar,0.9937,train
20210414_lidar_tile_128_256.npy,20210414,2021,lidar,0.9968,train
20210414_lidar_tile_128_384.npy,20210414,2021,lidar,0.9865,train
20210414_lidar_tile_128_512.npy,20210414,2021,lidar,0.7178,train
20210414_lidar_tile_256_0.npy,20210414,2021,lidar,0.8015,train
20210414_lidar_tile_256_128.npy,20210414,2021,lidar,0.9758,train
20210414_lidar_tile_256_256.npy,20210414,2021,lidar,0.991,train
